"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
666, 2.250000000000000e+00, -1.750000000000000e+00, 4.629277791301360e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.189418484746758e+04, 4.757673938987029e+03, 3.580237010396650e+02, 0.000000000000000e+00, 1.341584931370499e-01, 2.108464381215068e-05, 0.000000000000000e+00, 0.000000000000000e+00, -2.941567522773615e-01, 0.000000000000000e+00
667, 2.312500000000000e+00, -1.750000000000000e+00, 4.412712335960992e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.108933758555169e+04, 4.435735034220674e+03, 3.501791824662131e+02, 0.000000000000000e+00, 2.841279347534564e-02, 2.074286044379450e-05, 0.000000000000000e+00, 0.000000000000000e+00, -2.917193510801029e-01, 0.000000000000000e+00
668, 2.375000000000000e+00, -1.750000000000000e+00, 4.198807767391446e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.031588438085134e+04, 4.126353752340536e+03, 3.423503771725665e+02, 0.000000000000000e+00, -7.320816512980749e-02, 2.039787182885298e-05, 0.000000000000000e+00, 0.000000000000000e+00, -2.986036412165594e-01, 0.000000000000000e+00
669, 2.437500000000000e+00, -1.750000000000000e+00, 3.988091036116913e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.575120681825596e+03, 3.830048272730237e+03, 3.345565443355067e+02, 0.000000000000000e+00, -1.705341788271192e-01, 2.005045161523528e-05, 0.000000000000000e+00, 0.000000000000000e+00, -3.131320117360111e-01, 0.000000000000000e+00
670, 2.500000000000000e+00, -1.750000000000000e+00, 3.780631998052906e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.867767868774417e+03, 3.547107147509766e+03, 3.268437968803269e+02, 0.000000000000000e+00, -2.634704683110593e-01, 1.970262887263526e-05, 0.000000000000000e+00, 0.000000000000000e+00, -3.350061788867764e-01, 0.000000000000000e+00
671, 2.562500000000000e+00, -1.750000000000000e+00, 3.576156004910715e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.193947747392556e+03, 3.277579098957022e+03, 3.192765858602393e+02, 0.000000000000000e+00, -3.520010300129711e-01, 1.935737131731013e-05, 0.000000000000000e+00, 0.000000000000000e+00, -3.638023302033791e-01, 0.000000000000000e+00
672, 2.625000000000000e+00, -1.750000000000000e+00, 3.374075988373006e-02, 0.000000000000000e+00, 0.000000000000000e+00, 7.553178640782849e+03, 3.021271456313139e+03, 3.119358096151241e+02, 0.000000000000000e+00, -4.361891495559931e-01, 1.901855020741951e-05, 0.000000000000000e+00, 0.000000000000000e+00, -3.980390248800206e-01, 0.000000000000000e+00
673, 2.687500000000000e+00, -1.750000000000000e+00, 3.173458362289480e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.944358013944117e+03, 2.777743205577647e+03, 3.049226144373938e+02, 0.000000000000000e+00, -5.161796846548961e-01, 1.869116349266996e-05, 0.000000000000000e+00, 0.000000000000000e+00, -4.347375134224697e-01, 0.000000000000000e+00
674, 2.750000000000000e+00, -1.750000000000000e+00, 2.972983065797257e-02, 0.000000000000000e+00, 0.000000000000000e+00, 6.365706915805032e+03, 2.546282766322012e+03, 2.983627081919055e+02, 0.000000000000000e+00, -5.922063646575993e-01, 1.838158709197144e-05, 0.000000000000000e+00, 0.000000000000000e+00, -4.693985400532560e-01, 0.000000000000000e+00
675, 2.812500000000000e+00, -1.750000000000000e+00, 2.770989370334603e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.814677155229042e+03, 2.325870862091616e+03, 2.924025013682206e+02, 0.000000000000000e+00, -6.646039863228873e-01, 1.809743101094523e-05, 0.000000000000000e+00, 0.000000000000000e+00, -4.964673885090164e-01, 0.000000000000000e+00
676, 2.875000000000000e+00, -1.750000000000000e+00, 2.565713729394581e-02, 0.000000000000000e+00, 0.000000000000000e+00, 5.287871385787354e+03, 2.115148554314941e+03, 2.871858394791839e+02, 0.000000000000000e+00, -7.338189135661330e-01, 1.784641912455363e-05, 0.000000000000000e+00, 0.000000000000000e+00, -5.105877814147229e-01, 0.000000000000000e+00
677, 2.937500000000000e+00, -1.750000000000000e+00, 2.355816419859052e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.781117796244978e+03, 1.912447118497991e+03, 2.827993038607375e+02, 0.000000000000000e+00, -8.003992641716355e-01, 1.763365043317712e-05, 0.000000000000000e+00, 0.000000000000000e+00, -5.091940336155775e-01, 0.000000000000000e+00
678, 3.000000000000000e+00, -1.750000000000000e+00, 2.141251638269515e-02, 0.000000000000000e+00, 0.000000000000000e+00, 4.289981678532907e+03, 1.715992671413162e+03, 2.791759905891616e+02, 0.000000000000000e+00, -8.649276968993147e-01, 1.745670924188320e-05, 0.000000000000000e+00, 0.000000000000000e+00, -5.051116725966165e-01, 0.000000000000000e+00
679, -3.000000000000000e+00, -1.625000000000000e+00, 3.789928312971747e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.708343038928268e+03, 3.483337215571306e+03, 3.201804935622615e+02, 0.000000000000000e+00, -2.844166663951512e-01, 1.939882462012831e-05, 0.000000000000000e+00, 0.000000000000000e+00, -1.086169345610879e+00, 0.000000000000000e+00
680, -2.937500000000000e+00, -1.625000000000000e+00, 3.844340005474835e-02, 0.000000000000000e+00, 0.000000000000000e+00, 8.890539427539496e+03, 3.556215771015798e+03, 3.222527690701547e+02, 0.000000000000000e+00, -2.604786032356053e-01, 1.949364094453034e-05, 0.000000000000000e+00, 0.000000000000000e+00, -1.087980932411614e+00, 0.000000000000000e+00
681, -2.875000000000000e+00, -1.625000000000000e+00, 3.899153102871185e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.076624694403929e+03, 3.630649877761571e+03, 3.243727976992298e+02, 0.000000000000000e+00, -2.360295957376202e-01, 1.959032943881356e-05, 0.000000000000000e+00, 0.000000000000000e+00, -1.087205402455928e+00, 0.000000000000000e+00
682, -2.812500000000000e+00, -1.625000000000000e+00, 3.955187944570947e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.267210878450174e+03, 3.706884351380068e+03, 3.264917839913660e+02, 0.000000000000000e+00, -2.109892305261515e-01, 1.968665683877237e-05, 0.000000000000000e+00, 0.000000000000000e+00, -1.089937757582325e+00, 0.000000000000000e+00
683, -2.750000000000000e+00, -1.625000000000000e+00, 4.013169451008668e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.463176993965710e+03, 3.785270797586283e+03, 3.285789987894239e+02, 0.000000000000000e+00, -1.852420173892788e-01, 1.978123592092398e-05, 0.000000000000000e+00, 0.000000000000000e+00, -1.097215163789761e+00, 0.000000000000000e+00
684, -2.687500000000000e+00, -1.625000000000000e+00, 4.073612850054445e-02, 0.000000000000000e+00, 0.000000000000000e+00, 9.665652672153492e+03, 3.866261068861396e+03, 3.306296289589799e+02, 0.000000000000000e+00, -1.586395385494082e-01, 1.987386571333223e-05, 0.000000000000000e+00, 0.000000000000000e+00, -1.109102662422325e+00, 0.000000000000000e+00
