"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
41, -4.375000000000000e-01, -2.500000000000000e+00, 6.998328795528411e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.086499339244578e+04, 8.345997356978311e+03, 4.154456782445660e+02, 0.000000000000000e+00, 1.312797560457444e+00, 2.347742828538241e-05, 0.000000000000000e+00, 0.000000000000000e+00, 2.101295833704885e+00, 0.000000000000000e+00
42, -3.750000000000000e-01, -2.500000000000000e+00, 7.126628084484209e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.141598966985258e+04, 8.566395867941030e+03, 4.187399437333229e+02, 0.000000000000000e+00, 1.385190782901512e+00, 2.360932127281986e-05, 0.000000000000000e+00, 0.000000000000000e+00, 2.093485607576937e+00, 0.000000000000000e+00
43, -3.125000000000000e-01, -2.500000000000000e+00, 7.247125777215324e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.194247442955651e+04, 8.776989771822604e+03, 4.219005959073899e+02, 0.000000000000000e+00, 1.454363533944473e+00, 2.373535431578170e-05, 0.000000000000000e+00, 0.000000000000000e+00, 2.041174005252785e+00, 0.000000000000000e+00
44, -2.500000000000000e-01, -2.500000000000000e+00, 7.359614604344145e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.244018069416102e+04, 8.976072277664407e+03, 4.248754266861860e+02, 0.000000000000000e+00, 1.519755192296313e+00, 2.385352559170369e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.943839781483408e+00, 0.000000000000000e+00
45, -1.875000000000000e-01, -2.500000000000000e+00, 7.463916922044975e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.290528086191576e+04, 9.162112344766301e+03, 4.276211343586791e+02, 0.000000000000000e+00, 1.580862864496035e+00, 2.396220997025635e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.808284262873379e+00, 0.000000000000000e+00
46, -1.250000000000000e-01, -2.500000000000000e+00, 7.559901881336351e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.333464017220138e+04, 9.333856068880550e+03, 4.301057870847238e+02, 0.000000000000000e+00, 1.637274686739601e+00, 2.406024493407319e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.647775285585774e+00, 0.000000000000000e+00
47, -6.250000000000000e-02, -2.500000000000000e+00, 7.647507256555575e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.372598582958111e+04, 9.490394331832444e+03, 4.323094266429676e+02, 0.000000000000000e+00, 1.688692045420402e+00, 2.414694297562680e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.479284264226997e+00, 0.000000000000000e+00
48, 0.000000000000000e+00, -2.500000000000000e+00, 7.726751046036402e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.407796263374541e+04, 9.631185053498162e+03, 4.342233295943718e+02, 0.000000000000000e+00, 1.734936886127748e+00, 2.422205311514467e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.319620155879305e+00, 0.000000000000000e+00
49, 6.250000000000000e-02, -2.500000000000000e+00, 7.797716746957774e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.439007062375960e+04, 9.756028249503839e+03, 4.358488848515388e+02, 0.000000000000000e+00, 1.775943520971103e+00, 2.428571022035297e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.181803862339302e+00, 0.000000000000000e+00
50, 1.250000000000000e-01, -2.500000000000000e+00, 7.860507573021579e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.466250684132544e+04, 9.865002736530176e+03, 4.371967903208532e+02, 0.000000000000000e+00, 1.811737838480627e+00, 2.433839957228888e-05, 0.000000000000000e+00, 0.000000000000000e+00, 1.072898173173068e+00, 0.000000000000000e+00
51, 1.875000000000000e-01, -2.500000000000000e+00, 7.915185371664153e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.489595055830011e+04, 9.958380223320042e+03, 4.382863640171407e+02, 0.000000000000000e+00, 1.842409085500033e+00, 2.438092815530370e-05, 0.000000000000000e+00, 0.000000000000000e+00, 9.937989204870327e-01, 0.000000000000000e+00
52, 2.500000000000000e-01, -2.500000000000000e+00, 7.961723050777365e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.509133273229066e+04, 1.003653309291626e+04, 4.391440468069442e+02, 0.000000000000000e+00, 1.868079576868637e+00, 2.441436624931320e-05, 0.000000000000000e+00, 0.000000000000000e+00, 9.406451582053511e-01, 0.000000000000000e+00
53, 3.125000000000000e-01, -2.500000000000000e+00, 7.999994091800880e-02, 0.000000000000000e+00, 0.000000000000000e+00, 2.524961795361366e+04, 1.009984718144546e+04, 4.398002598969327e+02, 0.000000000000000e+00, 1.888876046294480e+00, 2.443992645126876e-05, 0.000000000000000e+00, 0.000000000000000e+00, 9.069842072548089e-01, 0.000000000000000e+00
